nume,predictii_pret
Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC,24308.248477704637
Mercedes-Benz GLE 350 d 4Matic 9G-TRONIC Exclusive,59459.70665373279
"Dacia Duster 1.5 dCi 4WD Prestige jante 16""",8780.555701433745
Volvo XC 40 T5 AWD Geartronic R-Design,28141.053109602486
Peugeot 508 1.6 BlueHDI FAP STT Active Aut.,10445.69337757718
Dacia Duster Blue dCi 115 4X4 Journey,24535.05744593946
Renault Megane Sport Tourer 1.5 dCi GT Line,8623.942286091567
Skoda Octavia,5535.251555560545
Mercedes-Benz A 200 BlueEfficiency,9771.674742899335
Mercedes-Benz GLC Coupe 350 d 4Matic 9G-TRONIC AMG Line,40373.04058623881
Skoda Octavia 1.6 TDI DSG Style,16338.5868291443
Volvo XC 90 Recharge T8 AWD Plus Bright,82264.58883464106
Dacia Spring EXTREME,12733.537032266358
Peugeot 308 GTi by Sport,24773.58198571288
Volkswagen Tiguan 2.0 TDI 4Motion DSG Sport & Style,9621.100107036133
Ford Ranger,38314.197762049145
Jeep Renegade,29426.365754833285
Audi A4 2.0 TDI Quattro Avant,9228.277277500752
Nissan Qashqai 1.6 DCi 360,11386.688106594771
Hyundai ix35,10803.50363085841
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury Premium,39015.05684592514
Volvo S90 B4 MHEV AT Plus Bright,47801.28424049543
Mercedes-Benz E,3117.375284979784
Mazda 2 1.3 Impuls,4177.4642558654705
Volkswagen Golf 1.0 TSI DSG Comfortline,12529.020241589404
Mercedes-Benz GLC Coupe 300 e 4MATIC,89467.25922212498
Audi A4 2.0 TFSI Multitronic,18627.939006597375
Ford Focus,12366.427602661552
BMW Seria 3 330i,4643.755043687477
Volkswagen Passat Variant 1.5 TSI OPF DSG Comfortline,18002.314195190105
Mitsubishi ASX 1.0 Inform,18153.18503796257
BMW X6 xDrive30d,26159.40255929743
Alfa Romeo Mito,4295.9825184390975
BMW X1 sDrive18d,16632.73307950894
Mercedes-Benz C 220 d 4Matic T 7G-TRONIC Avantgarde,17207.699628706516
Skoda Octavia Combi 1.8T Elegance,2797.6360800963
Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik Elegance,37334.576086674184
Mercedes-Benz E,71930.67963281988
Skoda Octavia 1.5 TSI DSG Style,17589.338667501444
Mercedes-Benz C 300 d e Aut.,34044.564485582116
Nissan Qashqai,12811.307789128801
Porsche Cayenne Coupe Standard,48097.56540795692
Suzuki Swift 1.2 Dualjet 12V M-Hybrid Cool,14231.371663745838
Ford Focus 1.0 EcoBoost Trend Edition,10849.721204652584
Seat Leon 1.6 TDI Start&Stop Style,7140.457071068746
Mercedes-Benz A 180 d Aut.,20669.878668528778
Kia Carens 2.0 CRDi EX COMFORT,11425.547412605249
BMW Seria 3,23737.88575712195
Skoda Octavia Combi Diesel 1.6 TDI Ambition,10936.899103326079
Renault Megane Energy dCi EDC Intens,11591.57648170918
BMW Seria 1,8688.603653093493
"Kia Sportage 2,0 CRDI AWD Aut. Platinum",14208.618133891074
BMW Seria 1 118d,7893.147229314979
Volkswagen Taigo 1.0 TSI DSG Life,25359.048272711847
BMW Seria 3 320d Touring,5591.259436215448
Mercedes-Benz GLC 300 de 4MATIC,45846.30701678916
Citroën C3,16775.235513251606
SsangYong Musso,47975.18555275672
Kia Pro Ceed,14404.443324819964
Smart Fortwo 60 kW electric drive,25011.706252395627
Volvo V40 D2 94g Summum,7635.566182034455
Mercedes-Benz E 220 d Coupe 9G-TRONIC Night Edition,28630.692840161024
Ford Fiesta 1.0 Titanium,4751.666301945007
Dacia Duster 1.5 dCi 4x4 Ambiance,5808.283571744948
Audi A7 3.0 TDI Quattro competition Tiptronic,18146.079804123798
Renault Clio IV 1.5 dCi 90 Dynamique Aut.,12358.482097960803
Toyota RAV4 2.5 VVT-i HSD 4x4 Luxury,23869.500015572765
Volvo XC 60 D4 AWD Geartronic Momentum,24720.67122575622
Volkswagen Passat Alltrack 2.0 TDI DSG 4Motion,18699.344766957256
Volkswagen Passat Variant 2.0 TDI DSG Highline,17480.00517208793
Hyundai KONA Electric 204CP Luxury,38284.96990964504
Audi Q5 35 TDI quattro S tronic design,24583.503971850103
Volkswagen Passat Variant 1.9 TDI Highline,3723.8114115012727
Mitsubishi Outlander,10973.352357730302
Volkswagen Tiguan 2.0 TDI SCR 4MOTION DSG Highline,32404.877394158946
Renault ZOE (mit Batterie) Z.E. 50 EXPERIENCE,16410.534440294512
Audi Q5 2.0 TDI Quattro S tronic Sport,27784.221954529356
Volvo XC 60 B4 MHEV Momentum,34022.41962994013
Mercedes-Benz ML 280 CDI Aut,7538.602689421397
Jeep Grand Cherokee 3.0 TD AT Limited,24086.645796500277
Kia Ceed 1.4 T-GDI 7DCT Star,15981.303361274542
Citroën C4 Picasso 2.0 HDi FAP Aut. Exclusive,5209.115429029276
Renault Arkana E-Tech Hybrid RS Line,32263.762760710928
Ford Mustang Mach-E AWD 358 kW GT,68675.45582982284
Volvo XC 60,8701.12865286791
BMW X1 xDrive25d Aut. M Sport,21993.854305894594
Mercedes-Benz S AMG 63 4MATIC Coupe Aut,128315.3109053885
Fiat 500,7179.365044012881
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Dynamic,24000.768750317136
Peugeot 308 1.5 BlueHDi FAP STT EAT8 Active,11653.688553160617
Porsche Cayenne,23231.85157748345
Ford Fiesta 1.5 TDCi Trend,9156.430945786573
Skoda Fabia 1.0 MPI Ambition,15557.791397895615
Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Trendline,7376.151022611615
Audi Q2 1.6 30 TDI S tronic Sport,23426.341831547044
Hyundai Tucson,17342.72816131946
Skoda Superb 1.9 TDI Comfort,4826.131567515376
Kia Carens 1.7 CRDi 141 Aut. Dream Team Edition,14609.946568484555
Mini Cooper,2891.563519281119
Audi A6 2.0 TDI ultra S tronic,16610.553692921196
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,24477.347937498755
Mitsubishi Lancer,4100.997197432829
BMW X1 xDrive20d,10302.259097695687
Renault Clio,6824.832464470888
Mitsubishi Outlander 2.2 Litre DI-D AWD Instyle,10159.606750274674
Fiat Panda,6234.206743848556
Nissan Qashqai,9366.738668969598
Ford Focus 1.6 TDCI 90 CP Trend,3722.6090258267554
Ford Focus 2.0 TDCi DPF Powershift Titanium,7795.065697199712
BMW X5 xDrive40d,34070.24788621079
Volkswagen Passat Variant 2.0 TDI SCR DSG Business,23766.968428662633
Renault Clio Estate Energy dCi Zen,8586.379859195009
BMW Seria 3 320d Blue Performance Luxury Line,10869.955335591734
Audi A4 Avant 2.0 TDI S tronic quattro design,15614.903534658499
BMW Seria 1 120d,4208.198456985294
Renault Talisman Grandtour ENERGY TCe 200 EDC INITIALE PARIS,9915.139249900529
Nissan Juke 1.6L DIG-T M-CVT Nismo,14681.318044090927
Volkswagen Passat,4811.236864538659
Skoda Kodiaq,22759.3168662103
Renault Megane Energy dCi Business,9081.892794418867
Alfa Romeo Mito TB 1.4 16V MultiAir Quadrifoglio Verde,6622.691119170952
Jeep Wrangler 2.8 CRD AT Rubicon,28925.002634735425
Volkswagen Polo 1.4 TDI Blue Motion Technology Allstar,6899.923105221897
Mercedes-Benz E 400 Coupe 4MATIC Aut.,39844.58713423954
Mitsubishi Pajero,6608.409622223551
Mazda CX-5 CD175 4x4,11966.487998758525
Opel Astra 1.5 D Start/Stop Automatik Elegance,15441.587049233516
Audi A6 3.0 50 TDI quattro Tiptronic Design,46729.943083301725
Mercedes-Benz S 320 CDI Aut,5521.247423704569
Peugeot 3008 1.5 BlueHDI 130 EAT8 Allure Pack,16382.521449636273
Dacia Duster 1.5 Blue dCi 4WD Comfort,17335.676749791022
Hyundai Tucson 1.6 CRDi 48V-Hybrid 2WD DCT N Line,18307.756947965347
Nissan X-Trail,7965.634573948903
Dacia Lodgy,7728.89594589142
Mini Cooper SD Aut.,9664.06858122509
Kia Sportage 1.6 T-GDI MHEV 6MT 4x2 Style,27793.683851372618
Renault Kadjar,10795.584636742262
Mitsubishi L200 Double Cab 2.4 DI-D M/T Instyle,22547.24254305698
Audi A3 1.0 TFSI S tronic Sport,15944.644663840289
Citroën C4 Aircross e-HDi 115 Stop & Start 4WD Tendance,8821.538822666806
Toyota Corolla 2.0 Hybrid Team Deutschland,24512.848728877092
Renault Megane 1.5 dCi Dynamique,5397.319722096749
Peugeot 208 1.6 e-HDi FAP STT Allure,7850.109667294542
Renault Megane,12930.47552283414
Nissan Qashqai 1.3 l Mild-Hybrid N-Connecta,19974.4050137086
Opel Corsa,3928.48853543237
Renault Kadjar,17993.52287250665
Ford Mondeo 2.0 TDCi Powershift Titanium,18500.726413185945
Skoda Superb 2.0 TDI DSG Ambition,23457.795059506687
Mercedes-Benz GLA 200 CDI 4MATIC Aut.,23775.72811385094
Volkswagen Tiguan 2.0 TSI ACT 4Mot DSG Highline,27222.787987689495
Audi A6 2.7 TDI,5757.968085813057
Volvo XC 60 D5 AWD Geartronic Ocean Race,22451.80857417878
Fiat Ducato Maxi Cabinato Bena CD 2.2 Mjet 140 E6D Final L5 H1,38821.068154533445
Mercedes-Benz EQB 300 4MATIC,62761.51329836788
Honda Civic 1.8i Exec,1974.241424321354
Mercedes-Benz EQS 450 4MATIC,127489.74059761924
Volkswagen Tiguan 2.0 TDI DSG 4Mot Highline,26716.70889296963
Kia XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid SPIRIT,25195.482187414782
Lexus Seria NX 300h AWD Luxury,23973.092309625612
Mercedes-Benz A 250 e Aut.,49691.36940958382
Mazda 6 CD175 Revolution Top,10931.798427855025
Opel Astra 1.7 CDTI DPF Cosmo,4506.240270410356
Mercedes-Benz E,43047.23799834806
Volvo V60 D2 Geartronic Powershift Momentum,7343.45128818898
Renault Megane,9158.808773032431
Peugeot 508 Hybrid 2.0 HDI 163cp + 37cp electric Feline,11525.107055515107
Nissan X-Trail 2.0D XTRONIC Start/Stop 4x4-i Tekna,25932.341692351798
BMW Seria 6 640d xDrive,23866.31101394887
Toyota Aygo X 1.0l MT Active,15194.462640027152
Audi A4 Allroad quattro 2.0 TDI (clean diesel) DPF,11234.289929691195
Volkswagen Passat,32605.43371407282
Cupra Formentor 1.5 TSI DSG,23543.69634000212
Mercedes-Benz GLB 200 7G-DCT AMG Line,33928.68260043634
BMW X1,10783.362226203375
Ford Puma 1.0 EcoBoost mHEV ST Line,21452.34717228446
Skoda Fabia 1.0 MPI Ambition,7995.056660164864
Volkswagen Taigo 1.5 TSI DSG R-Line,31924.904195398554
Volkswagen Golf,20458.34565149009
Toyota RAV4 2.5 4x4 Hybrid GR SPORT,34876.923023376694
Mercedes-Benz GLE AMG 53 4Matic+ AMG Speedshift TCT 9G,108565.3397670539
BMW Seria 3 318d,9602.390036082757
Tesla Model 3 Allradantrieb Dual Motor Performance,49668.357317007685
Volkswagen Touareg,10262.908607016536
Volkswagen Golf 1.4 TSI Comfortline DSG,6129.163574786802
Seat Leon,6888.477538368029
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,26307.614771289536
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,18951.22342353222
BMW Seria 5,6936.876922660156
Audi A5,21104.736464641977
Mercedes-Benz GLA,28259.950906477112
Ford C-Max 1.6 TDCi DPF Titanium,7100.668593484609
Volkswagen Tiguan,8640.902126544537
Ford Mondeo,10412.12786670566
Volkswagen Passat Variant 2.0 TDI Blue TDI DSG Comfortline,7550.479612441672
Ford Mondeo 1.6 TDCi ECOnetic Start-Stopp Ambiente,4235.710556558561
Dacia Dokker Blue dCi 95 Comfort,8400.902910531859
Audi Q5 2.0 TDI quattro,18234.927479930495
BMW iX2 xDrive30,60258.43207683411
Dacia Duster Blue dCi 115 4X4 Extreme,25425.29979529903
Mercedes-Benz GLC Coupe 300 de 4MATIC,48671.66609545866
Mazda 3 SKYACTIV-G 100 Prime-Line,7225.728528443655
Hyundai Tucson,20034.878026975894
Chevrolet Matiz 1.0 SE,3822.6118278966337
BMW X5 xDrive40d,20052.915728476746
Mercedes-Benz A 200 d Sedan Aut.,26053.958855677563
Audi Q7 3.0 TDI Quattro Tiptronic,34820.10827536925
Fiat Tipo,16457.049575402154
Audi A4 1.9 TDI,5026.279506939426
Dacia Logan 0.9 TCe SL Prestige PLUS,9258.430286686662
Audi A4 2.0 TFSI ultra S tronic Sport,16763.088383149734
Volkswagen Golf 1.6 TDI SCR DSG Comfortline,13107.71850766534
Ford Mondeo 1.5 TDCi ECOnetic Start-Stopp Titanium,8476.964533693867
Volkswagen ID.7 77 kWh Pro,52718.233366736924
Mazda 3 SKYACTIV-D 105 Sports-Line,11947.431413570564
Porsche Cayenne Diesel Tiptronic S,19082.470791479373
Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Comfortline,4725.6787879602825
Alfa Romeo Stelvio 2.0 Turbo AWD AT8 Super,37931.290977139965
Volkswagen Passat 2.0 TDI DSG R Executive,18983.084875419543
Volkswagen Passat 2.0 TDI DSG R Executive,22083.018578791576
Volkswagen Golf 2.0 R,9974.659793597952
Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Highline,6181.083753076351
Dacia Lodgy 1.5 dCi 90 CP Laureate,9558.356974132026
Volkswagen Golf 1.9 TDI Comfortline,4232.497420250264
Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik,48709.08676499305
Volkswagen Passat 2.0 TDI DSG Advance,19902.92840232345
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,18790.128934622877
Citroën Xsara Picasso 1.6 HDi Exclusive,3174.048221373337
Peugeot 508 Hybrid 2.0 HDI 163cp + 37cp electric Allure,12465.34082416519
Ford Fiesta 1.0 EcoBoost 7DCT mHEV Titanium X,10400.249994964055
Renault Megane 1.5 dCi Expression,11057.790195608593
Audi Q5 40 TDI quattro S tronic sport,31797.484933319443
Mini Cooper,8059.71360867356
Volkswagen Golf 1.4 TSI BlueMotion Technology Comfortline,11041.24695682224
Mercedes-Benz GLE 350 d 4MATIC,31773.30792873029
Ford Kuga 2.5 Duratec FHEV AWD Titanium,37042.2518665086
Audi A6 50 TDI quattro tiptronic S line,39954.76135217711
Opel Astra 1.6 Automatik Selection,11360.590874749298
Mercedes-Benz B 200 Turbo,12752.517586765498
Seat Ibiza 1.0 TSI Style,11002.379236391309
Hyundai i40,12180.244142912332
Renault Clio Estate dCi Life,8054.883120678057
Ford Kuga 2.0L TDCi DPF Trend,6197.879753169373
Volkswagen Caddy 1.6 TDI Comfortline DSG,9718.564431853138
Volvo XC 40 Recharge Twin Motor AWD Ultimate,56609.880294359784
Volkswagen Passat Alltrack,28288.125230831414
Volkswagen Passat 2.0 TDI DSG Highline,24322.962102645528
Volkswagen Passat Variant 2.0 TDI SCR DSG Comfortline,14194.94887684346
SsangYong Korando,34375.80916584217
Ford Focus,12366.427602661552
Dacia Duster 1.5 Blue dCi 4WD Essential,19655.320791562444
Lexus Seria NX 300h AWD Executive Plus,28401.55738765619
"Renault Master 2.3 Blue dCi 135 TT Sasiu CD 3,5t L3",35607.7337336323
Volkswagen Golf Plus 1.4 TSI Highline,6393.375197066528
BMW Seria 3 320i GT xDrive AT,27251.884529336534
Maserati Ghibli Hybrid,84372.58076753841
Audi A5 Sportback 40 TFSI S tronic,32202.877504915064
Dacia Duster dCi 110 FAP 4x4 Prestige,7321.87761094025
BMW Seria 1 114i,8183.272436539887
Peugeot 508 BlueHDi 130 EAT8 Active Pack,14603.765956425763
Skoda RAPID 1.0 TSI Avantaj,9538.627549229399
Mazda CX-5 2.2 SKYACTIV-D Center-Line,8084.948180029474
Volvo XC 90 B5 D AWD Geartronic Momentum,28615.593317078674
Ford Mondeo 2.0 HEV Trend,21574.408031636627
Seat Leon,2431.612185284733
Kia Ceed 1.4 T-GDI Best,13314.236987113156
Volvo XC 60 D3 Kinetic,12683.83435313102
Ford Focus 1.6 TDCi DPF Ghia,1997.6281240342469
Volkswagen Passat Alltrack 2.0 TDI 4Motion BMT,9225.874420295146
BMW X3,20650.987601030094
Ford Kuga 1.5 EcoBlue FWD Titanium,18323.694651042766
Volvo V60 B4 MHEV AT Plus Dark,49116.234208834576
Volvo XC 40,37550.829185402996
Smart Fortwo 60 kW electric drive,25772.718778063387
Volvo XC 60 D5 AWD Geartronic Summum,12770.050029809396
BMW Seria 5,28372.41795423504
Seat Alhambra 1.9TDI Stylance 4x4,4749.941817889898
BMW Seria 3 335i Cabrio Aut. M Sport Edition,14437.972765923738
Audi e-tron quattro S,64579.07322126604
Kia Sportage 1.7 CRDI 2WD ISG Spirit,9211.351781290752
BMW X6 M Competition MHEV,156025.7669831123
Dacia Sandero Stepway 0.9 TCe Prestige,8197.54617080712
Dacia Duster Blue dCi 115 4WD Comfort,15411.370344309365
BMW Seria 3 318d,5620.9370777962995
Peugeot Boxer HDi 333 L2H2 Standard,9971.99276822262
Ford Focus 1.6 TDCi DPF Ambiente,4770.381261175266
BMW X3 xDrive20d Aut.,13495.404033305294
Opel Astra 1.4 ECOFLEX Edition,3536.890043252439
Volkswagen Transporter,15028.529753583802
Volkswagen Caddy 2.0 TDI Maxi Life (7-Si.),7298.41466737129
Volkswagen Tiguan 2.0 TDI 4Motion DSG Sport & Style,8530.019893067742
Mercedes-Benz B 180,12984.56530091256
Kia Sportage,14313.20096738244
BMW Seria 3 320d xDrive Aut. M Sport,39605.40556847083
Peugeot 3008 1.5 BlueHDI S&S EAT8 Active,17253.937508534716
Volkswagen Golf 2.0 BlueTDI Highline,9244.465189858234
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT Cult,30812.30309271566
Hyundai I30 1.4 100CP 5DR M/T Classic+,9552.957297367859
Volkswagen Golf Variant 1.6 TDI BlueMotion Technology DSG Lounge,9339.33191820393
Opel Insignia 2.0 CDTI ECOTEC Active,10171.95255691427
BMW X1 xDrive20d Aut. xLine,17744.08144874101
Suzuki Grand Vitara 2.0i JLX,5140.508874663825
Mercedes-Benz GLC Coupe AMG 63 S 4MATIC,77770.94414617923
Seat Tarraco 2.0 TSI 4DRIVE OPF DSG FR,26352.840802582723
Ford Kuga,9524.578336303894
Renault Master,25156.600315027994
BMW X1 sDrive20d Aut.,11946.05811803416
Volvo XC 90,67007.8204324182
Renault Master 2.3 dCi 125 Sasiu CD L3 Confort,6361.067276702628
Kia Sorento,43640.4891075907
Bentley Continental New GT,199872.9673987915
Kia Niro EV Premium,50517.72345571385
Skoda Kodiaq 2.0 TDI 4x4 DSG L&K,33736.22037426429
Peugeot 2008 1.2 PureTech EAT8 STT GT,26928.45068799287
Mercedes-Benz GLE 400 d 4MATIC,104728.41674896344
Peugeot 308 1.4E Confort,3030.2928536273316
Toyota Corolla 1.4 D-4D Luna,9306.354822189584
Volkswagen Phaeton 3.0 V6 TDI DPF 4Motion Aut,4955.00268188369
Volvo XC 60 D4 AWD Geartronic Inscription,27908.04168367871
Volkswagen Touareg 3.0 V6 TDI Blue Motion DPF Automatik,13716.71563116019
Opel Crossland 1.2 Edition,21320.140559064515
Volkswagen Passat,10347.681748746883
Audi A8 A8L 3.0 50 TDI quattro Tiptronic,46722.43404117769
Skoda Fabia 1.6 TDI Active,6031.364081608888
Audi A4 1.9 TDI Avant,4109.301370656634
Land Rover Range Rover Sport,74015.83857072859
BMW Seria 7 750d xDrive,21872.908435533245
Mercedes-Benz GLE Coupe,57789.66050417035
BMW Seria 3 320d MHEV,24836.012572694577
Dacia Logan MCV 1.5 dCi Stepway,8264.461717272698
Volkswagen Passat Variant 2.0 TDI DSG 4Motion Highline,19433.132438070457
Ford Focus 1.5 EcoBlue Titanium,12664.60333375515
Fiat Panda 0.9 Twinair Start&Stopp 4x4 Rock,7404.967522423004
BMW X1 xDrive20d Aut. M Sport,20487.560070958163
Skoda Octavia 1.6 TDI DSG Style,9928.759770647974
Peugeot 208,9485.306724653441
Audi Q3 2.0 TDI,14872.367564722757
Mercedes-Benz CLA 200 MHEV Coupe,49885.96871077156
Skoda RAPID,11856.82254935141
Mercedes-Benz GLE 350 de 4MATIC,95001.66793778885
Volkswagen Passat 2.0 TDI BlueMotion Tehnology Comfortline,8000.474102775795
BMW Seria 7 745Le xDrive,63289.12947529451
Mercedes-Benz CLS 250 CDI BlueEfficiency Aut,11363.987582789625
Mercedes-Benz V 250 (BlueTEC) d lang 4Matic 7G-TRONIC,43432.52147287682
Renault Laguna,2706.8477519867297
Land Rover Defender 90 5.0 V8,147791.217379662
Seat Leon 1.6 TDI DPF Start&Stop I-Tech,7840.944558744196
Volkswagen T-ROC 2.0 TDI 4Mot DSG Design,22003.059941511743
Mercedes-Benz CLA 180 7G-DCT Urban,15940.150041710041
Mercedes-Benz C 200 MHEV 4MATIC,45076.36933620787
Hyundai I30 1.4 100CP 5DR M/T Comfort,10302.974322612446
Peugeot 208 1.4 HDi FAP Style,5125.879535852019
Land Rover Range Rover Evoque,27369.10661634565
BMW Seria 3 320i AT,26200.113494747337
Nissan Qashqai+2 1.5 dCi DPF,5459.056210571707
Renault Scenic dCi 110 EDC LIMITED,6488.522373228081
BMW Seria 2,17574.03179212368
Ford Focus 1.5 EcoBlue Trend Edition,13226.620804876266
Audi Q5 2.0 TDI Quattro Stronic,14088.503716911022
Mercedes-Benz GLS AMG 63 4Matic AMG Speedshift TCT 9G,156771.56785289152
Skoda Octavia 1.4 TSI DSG Style,16079.075199194522
Mercedes-Benz GLK 220 CDI DPF 4Matic BlueEFFICIENCY 7G-TRONIC,14978.044701533836
Skoda Kodiaq,35465.46230126483
Mercedes-Benz C,15921.795556841433
Seat Leon 2.0 TDI DSG7 FR,11894.970467653226
BMW X3,12609.544750988569
Volvo XC 70 D5 AWD Summum,11992.51338428298
Volvo XC 60 D4 Geartronic Momentum,28187.872647679545
Porsche Boxster 718 GTS PDK,89273.96438114587
Audi A4 Avant 2.0 TDI quattro S tronic Sport,19755.349102327236
Smart Fortwo coupe 1.0 Micro Hybrid Drive pulse,5448.688968106811
Peugeot 308 1.6 BlueHDi FAP STT Allure,6845.42658690966
BMW Seria 3,38476.7438056084
Audi Q7 3.0 TDI Quattro Tiptronic,36894.099801881224
Toyota Corolla 2.0 D H/B Sol,2895.9637649554
BMW Seria 5 520d Aut.,16132.435152070702
Renault ZOE Z.E. 40 INTENS,12670.301491363201
Opel Astra,7293.376104151399
Alfa Romeo Stelvio,26426.43946067824
Jaguar F-Pace 20d AWD Prestige,19207.27193671524
Nissan Qashqai,7427.323948730212
Ford Focus 1.6 TI-VCT Trend,3514.207011908568
Volkswagen T-ROC 1.5 TSI DSG Style,31986.380194985748
Volkswagen Golf,28080.30875911787
Mazda 6 2.0 CD DPF Comfort,4209.271909362393
Audi A6,33971.51933743961
Fiat Ducato,32777.87398140379
Mitsubishi Outlander,24498.658239418277
Mercedes-Benz S 500 4MATIC Coupe Aut,46173.57261213281
Renault Twingo,5072.159285374338
BMW Seria 1 116d Aut.,8109.261068378568
Volkswagen Jetta 1.4 TSI Comfortline,8161.824077279108
Audi A6 2.0 TDI DPF Multitronic Avant,7597.020329754854
Renault Megane Blue dCi Limited,12174.749102961032
Opel Astra GTC 1.8 Sport,3232.549180899338
Toyota C-HR 2.0 HSD 184 CP 4x2 CVT Classy Bi-Tone,32999.09814781962
Mercedes-Benz GLC 200 4MATIC,43536.880266143795
Volkswagen Passat,16108.903286549556
Citroën C5,7758.322415478252
Audi RS Q3 RSQ3 Sportback quattro S tronic,60807.42250530298
Ford Transit Custom,16024.532116740293
Hyundai Tucson 2.0 CRDI 4WD 6AT Luxury Pack+,21222.941966116756
"Kia Sportage 2,0 CRDI AWD Aut. GT Line",16997.75298526225
Volkswagen Touran 1.6 TDI DPF DSG Highline,8656.610705550956
Volvo S60 T3 Summum,18179.320201193794
Peugeot 207,3445.796866969266
Hyundai Tucson 2.0 CRDI VGT 4WD,4150.225956581895
Volkswagen Passat CC 2.0 TDI BlueMotion Technology,11945.968219322627
Nissan LEAF 40 kWh Tekna,16175.005790339983
Ford Kuga 2.0L TDCi DPF Titanium,6029.565227782249
Mercedes-Benz C,5757.845402438596
Audi A5 2.0 TDI Sportback quattro DPF S tronic,11664.896521659857
Mazda CX-3 CD105 Revolution,10540.321180872075
Dacia Logan MCV TCe 90 (S&S) Comfort,9842.575018230607
Hyundai KONA Electric 136CP Highway,30226.544478959855
BMW X5 xDrive40e iPerformance,30851.326718789238
Mercedes-Benz CLA 200 7G-DCT,38253.20746010201
Volkswagen Taigo 1.0 TSI Life,19529.67246147124
BMW Seria 5 520d xDrive MHEV,35161.34089082827
Mercedes-Benz G AMG 63 SW Long Aut.,216803.3142129148
